0,0
0.1,0.09983341664682815
0.2,0.19866933079506122
0.30000000000000004,0.2955202066613396
0.4,0.3894183423086505
0.5,0.479425538604203
0.6000000000000001,0.5646424733950355
0.7000000000000001,0.6442176872376911
0.8,0.7173560908995228
0.9,0.7833269096274834
1,0.8414709848078965
1.1,0.8912073600614354
1.2000000000000002,0.9320390859672264
1.3,0.963558185417193
1.4000000000000001,0.9854497299884603
1.5,0.9974949866040544
1.6,0.9995736030415051
1.7000000000000002,0.9916648104524686
1.8,0.9738476308781951
1.9000000000000001,0.9463000876874145
2,0.9092974268256817
2.1,0.8632093666488737
2.2,0.8084964038195901
2.3000000000000003,0.74570521217672
2.4000000000000004,0.6754631805511506
2.5,0.5984721441039565
2.6,0.5155013718214642
2.7,0.4273798802338298
2.8000000000000003,0.33498815015590466
2.9000000000000004,0.23924932921398198
3,0.1411200080598672
3.1,0.04158066243329049
3.2,-0.058374143427580086
3.3000000000000003,-0.15774569414324865
3.4000000000000004,-0.25554110202683167
3.5,-0.35078322768961984
3.6,-0.44252044329485246
3.7,-0.5298361409084934
3.8000000000000003,-0.6118578909427193
3.9000000000000004,-0.6877661591839741
4,-0.7568024953079282
4.1000000000000005,-0.8182771110644108
4.2,-0.8715757724135882
4.3,-0.9161659367494549
4.4,-0.951602073889516
4.5,-0.977530117665097
4.6000000000000005,-0.9936910036334645
4.7,-0.9999232575641008
4.800000000000001,-0.9961646088358406
4.9,-0.9824526126243325
5,-0.9589242746631385
5.1000000000000005,-0.9258146823277321
5.2,-0.8834546557201531
5.300000000000001,-0.8322674422239008
5.4,-0.7727644875559871
5.5,-0.7055403255703919
5.6000000000000005,-0.6312666378723208
5.7,-0.5506855425976376
5.800000000000001,-0.4646021794137566
5.9,-0.373876664830236
6,-0.27941549819892586
6.1000000000000005,-0.18216250427209502
6.2,-0.0830894028174964
